Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,0
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,17
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,3
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"Shawile","","Getu","Liberal","Libéral",N,N,4
48003,"Bow River","Bow River"," 1","Linden",N,N,"",0,289,"Shields","","Martin","Conservative","Conservateur",Y,Y,92
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,6
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,38
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"Shawile","","Getu","Liberal","Libéral",N,N,12
48003,"Bow River","Bow River"," 2","Linden",N,N,"",0,581,"Shields","","Martin","Conservative","Conservateur",Y,Y,140
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,3
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,16
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,4
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"Shawile","","Getu","Liberal","Libéral",N,N,1
48003,"Bow River","Bow River"," 3","Linden",N,N,"",0,312,"Shields","","Martin","Conservative","Conservateur",Y,Y,44
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,8
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,7
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"Shawile","","Getu","Liberal","Libéral",N,N,5
48003,"Bow River","Bow River"," 4","Swalwell",N,N,"",0,302,"Shields","","Martin","Conservative","Conservateur",Y,Y,86
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,3
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,25
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"Shawile","","Getu","Liberal","Libéral",N,N,4
48003,"Bow River","Bow River"," 5","Acme",N,N,"",1,367,"Shields","","Martin","Conservative","Conservateur",Y,Y,153
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,7
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,20
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"Shawile","","Getu","Liberal","Libéral",N,N,13
48003,"Bow River","Bow River"," 6","Acme",N,N,"",1,338,"Shields","","Martin","Conservative","Conservateur",Y,Y,137
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,5
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,23
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,3
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"Shawile","","Getu","Liberal","Libéral",N,N,9
48003,"Bow River","Bow River"," 7","Beiseker",N,N,"",1,332,"Shields","","Martin","Conservative","Conservateur",Y,Y,168
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,5
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,26
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"Shawile","","Getu","Liberal","Libéral",N,N,13
48003,"Bow River","Bow River"," 8","Beiseker",N,N,"",0,279,"Shields","","Martin","Conservative","Conservateur",Y,Y,113
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,5
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,28
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"Shawile","","Getu","Liberal","Libéral",N,N,14
48003,"Bow River","Bow River"," 9","Beiseker",N,N,"",0,308,"Shields","","Martin","Conservative","Conservateur",Y,Y,138
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,9
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,33
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,19
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"Shawile","","Getu","Liberal","Libéral",N,N,6
48003,"Bow River","Bow River"," 10","Carbon",N,N,"",0,467,"Shields","","Martin","Conservative","Conservateur",Y,Y,185
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,6
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,25
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,3
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"Shawile","","Getu","Liberal","Libéral",N,N,5
48003,"Bow River","Bow River"," 11","Carbon",N,N,"",0,331,"Shields","","Martin","Conservative","Conservateur",Y,Y,172
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,7
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,33
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"Shawile","","Getu","Liberal","Libéral",N,N,23
48003,"Bow River","Bow River"," 12","Irricana",N,N,"",4,435,"Shields","","Martin","Conservative","Conservateur",Y,Y,162
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,10
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,31
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,2
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,31
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"Shawile","","Getu","Liberal","Libéral",N,N,19
48003,"Bow River","Bow River"," 13","Irricana",N,N,"",2,527,"Shields","","Martin","Conservative","Conservateur",Y,Y,211
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"Bliss","","Orrin","Maverick Party","Maverick Party",N,N,7
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"Bridges","","Jonathan","People's Party - PPC","Parti populaire - PPC",N,N,31
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"Lipp","","Tom","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,4
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"MacLean","","Michael","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,6
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"Shawile","","Getu","Liberal","Libéral",N,N,8
48003,"Bow River","Bow River"," 14","Irricana",N,N,"",0,451,"Shields","","Martin","Conservative","Conservateur",Y,Y,187
