Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"Chambers","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,19
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"MacKenzie","","Dave","Conservative","Conservateur",Y,Y,89
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"Martin","","Wendy","People's Party - PPC","Parti populaire - PPC",N,N,9
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"Quinto","","Elizabeth","Liberal","Libéral",N,N,30
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"Reid","","Bob","Green Party","Parti Vert",N,N,7
35080,"Oxford","Oxford"," 1","Washington",N,N,"",2,352,"Scovil","","Allen","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"Chambers","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,40
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"MacKenzie","","Dave","Conservative","Conservateur",Y,Y,82
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"Martin","","Wendy","People's Party - PPC","Parti populaire - PPC",N,N,21
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"Quinto","","Elizabeth","Liberal","Libéral",N,N,29
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"Reid","","Bob","Green Party","Parti Vert",N,N,10
35080,"Oxford","Oxford"," 2","Plattsville",N,N,"",0,368,"Scovil","","Allen","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"Chambers","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"MacKenzie","","Dave","Conservative","Conservateur",Y,Y,93
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"Martin","","Wendy","People's Party - PPC","Parti populaire - PPC",N,N,29
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"Quinto","","Elizabeth","Liberal","Libéral",N,N,20
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"Reid","","Bob","Green Party","Parti Vert",N,N,11
35080,"Oxford","Oxford"," 3","Washington",N,N,"",2,349,"Scovil","","Allen","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,1
35080,"Oxford","Oxford"," 4","Plattsville",N,N,"",0,376,"Chambers","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,44
